application_name,date,time_stamp,server_name,cpu_usage,memory_usage,disk_io,network_in,network_out,response_time_ms,error_rate,requests_per_minute
LoanLogic,2025-06-23,06:01:55,srv-db02,12.16,5819.96,72.08,75.8,26.24,556.69,1.619,6565
FinTransact,2025-06-23,06:11:55,srv-app02,21.87,5685.01,88.75,90.8,57.04,965.61,1.845,7282
BondWatch,2025-06-23,06:21:55,srv-app01,36.14,7271.93,11.4,33.82,96.12,996.72,0.85,8083
BondWatch,2025-06-23,06:31:55,srv-db01,38.81,8932.75,90.35,24.95,56.13,857.46,2.021,7940
EquityInsight,2025-06-23,06:41:55,srv-app02,20.16,2662.57,71.26,93.98,82.77,133.43,3.574,7312
MarketAnalyzer,2025-06-23,06:51:55,srv-db02,93.46,15661.52,47.27,22.77,82.35,698.27,4.904,466
CryptoFlow,2025-06-23,07:01:55,srv-cache01,61.38,3169.3,31.02,96.71,89.16,860.07,3.834,2145
FinTransact,2025-06-23,07:11:55,srv-cache01,16.88,3885.89,46.67,38.31,6.24,652.61,4.392,1261
CryptoFlow,2025-06-23,07:21:55,srv-app01,62.47,4090.37,12.74,4.27,45.71,177.74,1.104,897
OptionMaster,2025-06-23,07:31:55,srv-db02,42.51,4835.76,47.91,16.53,76.11,44.16,4.787,7262
LoanLogic,2025-06-23,07:41:55,srv-app02,86.4,14464.69,74.81,22.48,11.27,829.44,1.989,4463
CryptoFlow,2025-06-23,07:51:55,srv-cache01,88.41,5476.41,6.23,2.69,29.91,61.3,0.248,7671
TradeStream,2025-06-23,08:01:55,srv-db01,77.24,2597.95,17.95,28.96,16.67,614.77,1.166,7060
StockTraderPro,2025-06-23,08:11:55,srv-web01,33.15,13703.21,12.43,57.84,76.31,837.62,3.71,7062
ForexPulse,2025-06-23,08:21:55,srv-app02,28.48,5286.13,8.5,59.02,36.66,955.15,3.131,7032
StockTraderPro,2025-06-23,08:31:55,srv-cache01,45.75,4848.85,88.53,99.7,24.91,832.22,1.824,9829
StockTraderPro,2025-06-23,08:41:55,srv-app02,31.7,10069.3,10.6,88.61,65.37,383.59,1.898,703
RiskGuardian,2025-06-23,08:51:55,srv-db02,54.62,12560.98,53.71,35.6,0.15,387.01,3.825,7279
TradeStream,2025-06-23,09:01:55,srv-app02,49.81,6361.05,48.16,56.63,48.39,183.69,2.929,3994
LoanLogic,2025-06-23,09:11:55,srv-db02,70.48,14558.1,69.52,40.99,69.01,53.49,4.687,7548
PortfolioPro,2025-06-23,09:21:55,srv-cache01,17.92,11130.04,65.02,19.17,94.62,935.63,1.281,5912
RiskGuardian,2025-06-23,09:31:55,srv-app01,47.35,6273.29,22.4,54.97,21.03,868.84,1.089,9224
ForexPulse,2025-06-23,09:41:55,srv-app01,48.01,5320.48,68.97,21.61,12.88,550.73,2.775,7420
PortfolioPro,2025-06-23,09:51:55,srv-web01,10.87,7964.47,16.12,17.29,63.77,44.32,4.97,2348
RiskGuardian,2025-06-23,10:01:55,srv-db01,67.05,4512.26,3.71,23.66,29.47,579.8,1.758,2632
ForexPulse,2025-06-23,10:11:55,srv-db02,87.87,12044.55,11.59,41.72,85.06,133.52,3.664,3294
OptionMaster,2025-06-23,10:21:55,srv-app01,21.32,11043.53,85.1,16.51,39.25,418.53,0.686,3621
EquityInsight,2025-06-23,10:31:55,srv-web01,62.97,6879.92,1.39,5.63,30.45,403.92,3.711,8482
LoanLogic,2025-06-23,10:41:55,srv-app02,15.28,7101.48,56.79,62.08,81.32,378.35,2.955,3118
ForexPulse,2025-06-23,10:51:55,srv-db01,90.48,5761.37,72.55,4.14,56.7,832.75,3.798,9210
TradeStream,2025-06-23,11:01:55,srv-web01,25.18,11414.44,19.43,90.89,83.51,378.91,2.375,7551
PortfolioPro,2025-06-23,11:11:55,srv-app02,65.35,5464.76,75.47,57.89,32.77,456.26,2.098,6611
EquityInsight,2025-06-23,11:21:55,srv-db01,32.8,15311.35,66.35,37.22,42.19,128.26,0.349,9126
PortfolioPro,2025-06-23,11:31:55,srv-db01,21.93,11906.18,37.18,24.1,4.6,356.56,0.025,9623
ForexPulse,2025-06-23,11:41:55,srv-db02,14.45,9948.6,65.41,13.27,2.78,60.78,2.612,484
PortfolioPro,2025-06-23,11:51:55,srv-db01,83.99,9653.82,55.09,83.56,71.85,565.94,4.615,3710
PortfolioPro,2025-06-23,12:01:55,srv-app02,61.91,10658.8,19.78,40.75,20.7,902.02,1.495,4666
LoanLogic,2025-06-23,12:11:55,srv-app01,63.36,2965.07,21.53,48.18,66.5,620.05,1.347,4583
EquityInsight,2025-06-23,12:21:55,srv-app02,89.68,5601.54,38.05,16.18,15.99,368.03,1.835,9136
LoanLogic,2025-06-23,12:31:55,srv-app02,94.0,14606.73,82.06,54.99,89.48,163.89,4.877,1979
FinTransact,2025-06-23,12:41:55,srv-db02,43.53,1717.81,74.3,25.53,65.82,564.14,1.586,8433
ForexPulse,2025-06-23,12:51:55,srv-app02,21.62,13908.16,40.8,78.13,68.33,786.97,4.758,6068
EquityInsight,2025-06-23,13:01:55,srv-db01,11.01,4802.36,94.4,16.3,0.26,176.53,3.868,7077
PortfolioPro,2025-06-23,13:11:55,srv-web01,18.75,16154.32,4.21,48.37,98.93,895.23,2.346,2997
ForexPulse,2025-06-23,13:21:55,srv-web01,51.62,4354.12,36.85,97.31,46.09,978.53,4.596,2018
BondWatch,2025-06-23,13:31:55,srv-app02,88.86,7744.93,11.42,99.2,99.77,879.69,0.07,7316
EquityInsight,2025-06-23,13:41:55,srv-app02,15.7,14180.08,57.21,19.07,51.99,305.63,3.248,9179
PortfolioPro,2025-06-23,13:51:55,srv-db01,85.51,14181.23,71.66,43.48,25.39,113.9,2.185,6030
FinTransact,2025-06-23,14:01:55,srv-web01,33.72,6037.54,80.51,69.49,35.34,727.14,0.919,297
BondWatch,2025-06-23,14:11:55,srv-app01,92.56,12722.63,97.29,15.59,89.99,255.98,4.938,5303
ForexPulse,2025-06-23,14:21:55,srv-app02,17.63,11302.09,13.12,26.2,79.11,591.63,3.171,7655
CryptoFlow,2025-06-23,14:31:55,srv-app01,21.86,11039.59,63.94,27.24,31.21,661.48,0.255,455
FinTransact,2025-06-23,14:41:55,srv-app02,87.09,2863.81,24.55,28.22,23.4,610.46,0.321,7882
EquityInsight,2025-06-23,14:51:55,srv-web01,80.46,4531.76,97.04,11.53,23.94,896.89,0.907,1142
ForexPulse,2025-06-23,15:01:55,srv-cache01,54.33,5283.78,82.85,70.77,81.41,200.08,1.457,5250
StockTraderPro,2025-06-23,15:11:55,srv-app01,72.3,14525.78,80.8,36.01,49.89,853.85,1.405,4219
LoanLogic,2025-06-23,15:21:55,srv-app02,57.99,4856.3,94.95,71.57,76.03,940.16,0.934,219
FinTransact,2025-06-23,15:31:55,srv-cache01,48.72,8386.12,14.89,1.22,20.83,938.59,1.346,4660
PortfolioPro,2025-06-23,15:41:55,srv-db02,73.04,1927.34,1.95,77.1,4.31,766.15,0.678,3011
EquityInsight,2025-06-23,15:51:55,srv-app01,38.56,13370.83,24.25,58.52,65.48,395.55,3.016,5093
OptionMaster,2025-06-23,16:01:55,srv-app01,91.32,3986.61,68.11,7.49,34.6,874.04,0.351,5015
LoanLogic,2025-06-23,16:11:55,srv-db01,37.71,7547.43,99.62,12.95,30.93,332.81,2.202,586
OptionMaster,2025-06-23,16:21:55,srv-db01,66.63,15053.37,46.41,77.54,88.74,747.27,1.8,3214
RiskGuardian,2025-06-23,16:31:55,srv-db01,61.02,8963.05,15.17,79.27,30.79,759.37,2.485,7311
OptionMaster,2025-06-23,16:41:55,srv-app01,83.44,7070.67,15.95,18.09,99.78,464.33,3.15,6351
RiskGuardian,2025-06-23,16:51:55,srv-db02,93.79,5952.05,91.71,26.35,80.96,554.06,1.328,3339
LoanLogic,2025-06-23,17:01:55,srv-cache01,91.23,15014.88,23.39,52.72,60.5,456.64,2.7,9182
FinTransact,2025-06-23,17:11:55,srv-db02,57.68,11288.51,92.08,36.89,41.43,458.14,1.249,8511
MarketAnalyzer,2025-06-23,17:21:55,srv-app01,44.81,3175.22,37.36,76.04,36.4,660.39,1.392,6135
RiskGuardian,2025-06-23,17:31:55,srv-app02,46.34,11120.66,5.37,60.51,60.7,146.01,0.193,844
RiskGuardian,2025-06-23,17:41:55,srv-cache01,82.2,15493.67,58.48,60.56,98.81,102.49,4.875,4802
BondWatch,2025-06-23,17:51:55,srv-cache01,81.72,2921.5,79.01,46.64,66.67,162.04,4.867,4309
FinTransact,2025-06-23,18:01:55,srv-app01,23.85,11365.31,54.98,38.46,37.69,833.7,4.291,9899
OptionMaster,2025-06-23,18:11:55,srv-app01,52.62,14556.2,63.57,74.26,50.9,119.03,4.6,1584
BondWatch,2025-06-23,18:21:55,srv-app02,39.75,6288.25,49.12,19.23,82.53,143.02,4.591,4691
OptionMaster,2025-06-23,18:31:55,srv-web01,52.91,4194.96,74.08,67.42,4.79,85.03,2.611,231
ForexPulse,2025-06-23,18:41:55,srv-app02,26.58,2591.43,67.3,25.57,52.16,77.24,4.679,2435
BondWatch,2025-06-23,18:51:55,srv-web01,66.96,7527.13,2.32,30.84,10.71,708.03,4.409,7496
EquityInsight,2025-06-23,19:01:55,srv-db02,61.35,7184.85,93.0,55.69,49.79,222.04,0.991,9303
FinTransact,2025-06-23,19:11:55,srv-cache01,39.96,15070.19,60.56,7.94,84.46,211.86,2.722,4747
CryptoFlow,2025-06-23,19:21:55,srv-cache01,74.97,573.91,7.75,27.5,81.79,274.06,2.952,5302
PortfolioPro,2025-06-23,19:31:55,srv-app01,65.22,14976.58,89.8,66.11,40.43,501.15,3.387,2491
CryptoFlow,2025-06-23,19:41:55,srv-db02,38.79,9376.11,15.24,93.82,59.85,464.73,3.443,6939
CryptoFlow,2025-06-23,19:51:55,srv-app01,69.39,11680.62,43.63,59.94,40.5,786.09,2.175,6424
ForexPulse,2025-06-23,20:01:55,srv-app02,82.36,14999.61,89.51,72.85,32.29,905.91,2.031,4817
FinTransact,2025-06-23,20:11:55,srv-db01,68.03,976.87,66.48,41.0,34.17,507.68,1.797,941
PortfolioPro,2025-06-23,20:21:55,srv-db01,55.83,10485.67,65.6,3.16,79.2,198.52,4.83,9800
CryptoFlow,2025-06-23,20:31:55,srv-app02,37.69,9024.86,9.67,32.43,47.77,539.68,3.822,1313
StockTraderPro,2025-06-23,20:41:55,srv-db01,69.42,2284.57,60.6,60.59,60.29,615.06,3.938,8961
LoanLogic,2025-06-23,20:51:55,srv-app01,90.97,15928.22,62.77,5.95,90.79,910.58,3.394,9444
CryptoFlow,2025-06-23,21:01:55,srv-cache01,90.46,8617.12,83.33,19.16,30.35,957.58,2.752,3992
MarketAnalyzer,2025-06-23,21:11:55,srv-app02,42.53,6295.87,25.52,78.12,22.61,708.58,0.39,9326
StockTraderPro,2025-06-23,21:21:55,srv-db02,75.41,13273.73,15.87,84.32,26.53,729.97,3.588,5572
OptionMaster,2025-06-23,21:31:55,srv-app02,55.65,16054.11,10.23,72.09,64.74,240.45,0.196,2105
EquityInsight,2025-06-23,21:41:55,srv-app02,20.05,4218.6,9.07,2.63,44.22,785.75,4.852,9281
LoanLogic,2025-06-23,21:51:55,srv-db02,23.06,3991.26,23.47,43.35,7.66,127.74,2.311,9792
MarketAnalyzer,2025-06-23,22:01:55,srv-db01,64.16,10481.68,60.69,6.08,38.82,159.5,4.877,6602
LoanLogic,2025-06-23,22:11:55,srv-web01,92.92,1401.99,25.88,94.69,88.63,818.39,1.765,4261
RiskGuardian,2025-06-23,22:21:55,srv-db02,56.7,881.54,6.33,19.65,95.84,457.63,0.988,8616
RiskGuardian,2025-06-23,22:31:55,srv-db02,56.79,9289.6,59.57,22.47,34.7,541.12,1.363,5917
ForexPulse,2025-06-23,22:41:55,srv-web01,22.0,8717.72,26.78,21.22,2.8,718.93,1.249,61
EquityInsight,2025-06-23,22:51:55,srv-web01,53.94,4708.78,88.59,65.06,27.24,743.19,2.267,7475
OptionMaster,2025-06-23,23:01:55,srv-app01,28.85,6500.2,55.31,68.74,95.38,733.0,3.14,3696
BondWatch,2025-06-23,23:11:55,srv-db02,43.27,728.55,81.76,58.35,96.98,330.29,2.572,9075
RiskGuardian,2025-06-23,23:21:55,srv-db01,33.4,3051.82,24.63,78.28,58.68,543.29,1.44,699
TradeStream,2025-06-23,23:31:55,srv-app02,90.89,5699.82,35.42,35.23,93.39,917.32,4.204,1527
FinTransact,2025-06-23,23:41:55,srv-web01,87.34,11067.92,80.98,20.08,19.27,706.75,2.942,5596
StockTraderPro,2025-06-23,23:51:55,srv-app02,56.89,7834.86,68.01,45.62,36.34,149.73,0.056,8894
CryptoFlow,2025-06-24,00:01:55,srv-db01,70.28,13601.65,80.82,59.0,44.92,213.93,2.662,9188
LoanLogic,2025-06-24,00:11:55,srv-db01,43.52,4924.21,42.95,74.68,92.15,676.14,4.801,7002
CryptoFlow,2025-06-24,00:21:55,srv-cache01,65.05,3295.21,63.17,62.88,97.15,776.85,1.518,8721
StockTraderPro,2025-06-24,00:31:55,srv-app02,42.47,15657.19,87.41,6.37,52.0,993.34,2.149,1943
EquityInsight,2025-06-24,00:41:55,srv-db01,93.3,2357.1,23.91,15.8,89.15,251.23,3.223,8508
EquityInsight,2025-06-24,00:51:55,srv-db01,34.39,3777.26,23.03,95.15,56.39,463.18,2.738,5626
RiskGuardian,2025-06-24,01:01:55,srv-db01,30.77,10385.19,77.65,7.72,8.79,350.34,1.561,8822
TradeStream,2025-06-24,01:11:55,srv-cache01,34.53,15563.09,3.21,2.86,27.07,443.46,1.455,6463
FinTransact,2025-06-24,01:21:55,srv-app01,58.62,9415.72,24.38,92.29,84.19,435.47,0.885,700
BondWatch,2025-06-24,01:31:55,srv-web01,38.66,7625.58,81.2,35.41,92.54,412.51,1.442,5370
BondWatch,2025-06-24,01:41:55,srv-app01,70.8,6827.37,65.79,81.11,83.41,217.11,2.865,5305
MarketAnalyzer,2025-06-24,01:51:55,srv-db01,92.34,12843.92,64.8,59.63,88.82,97.8,1.12,5405
CryptoFlow,2025-06-24,02:01:55,srv-app02,72.66,7701.49,14.12,30.82,52.99,634.52,0.614,7821
LoanLogic,2025-06-24,02:11:55,srv-app01,93.38,12158.07,99.96,43.81,19.09,423.56,0.715,9565
TradeStream,2025-06-24,02:21:55,srv-app02,18.75,3774.75,47.89,74.94,79.44,569.98,1.886,9178
PortfolioPro,2025-06-24,02:31:55,srv-db01,50.97,9480.84,22.4,30.59,57.46,887.07,2.034,6932
BondWatch,2025-06-24,02:41:55,srv-cache01,68.58,4927.44,86.85,97.29,9.48,170.18,2.972,5558
TradeStream,2025-06-24,02:51:55,srv-web01,80.85,4938.8,53.98,70.52,6.99,880.8,0.388,7539
ForexPulse,2025-06-24,03:01:55,srv-db01,22.27,1836.65,5.37,54.71,95.64,606.3,0.291,4239
OptionMaster,2025-06-24,03:11:55,srv-app02,16.81,4366.22,67.23,68.63,7.04,755.87,2.263,4339
RiskGuardian,2025-06-24,03:21:55,srv-db01,22.97,13639.26,26.14,80.08,23.12,684.68,2.636,4368
MarketAnalyzer,2025-06-24,03:31:55,srv-web01,63.12,4153.35,41.93,94.91,20.59,30.35,3.201,6637
FinTransact,2025-06-24,03:41:55,srv-app02,22.9,13177.3,7.2,36.18,80.02,324.95,2.95,4305
BondWatch,2025-06-24,03:51:55,srv-app01,63.32,7026.47,34.32,9.9,94.15,968.1,2.529,3486
PortfolioPro,2025-06-24,04:01:55,srv-app02,33.98,10442.52,40.44,24.38,87.38,168.19,4.244,5470
RiskGuardian,2025-06-24,04:11:55,srv-app01,23.13,9567.51,73.14,69.94,69.43,483.0,2.025,9432
LoanLogic,2025-06-24,04:21:55,srv-cache01,24.56,5209.86,19.6,83.82,85.58,202.48,1.024,4757
FinTransact,2025-06-24,04:31:55,srv-cache01,71.69,985.5,5.5,79.23,55.21,354.99,2.033,3034
LoanLogic,2025-06-24,04:41:55,srv-web01,87.17,12526.52,39.29,15.81,9.12,982.46,0.997,7691
OptionMaster,2025-06-24,04:51:55,srv-web01,44.95,15090.75,93.42,42.08,81.18,530.07,3.797,6422
PortfolioPro,2025-06-24,05:01:55,srv-app01,20.98,5672.84,61.5,83.44,69.8,293.51,0.44,9766
OptionMaster,2025-06-24,05:11:55,srv-app01,94.08,3431.92,59.87,88.85,85.34,529.23,4.016,1187
LoanLogic,2025-06-24,05:21:55,srv-db01,15.43,15843.85,94.87,25.57,57.33,175.18,2.211,4622
EquityInsight,2025-06-24,05:31:55,srv-app02,62.7,1910.09,75.19,10.81,29.39,822.95,1.88,1366
PortfolioPro,2025-06-24,05:41:55,srv-app01,61.26,5758.06,6.26,19.43,70.37,591.3,1.735,9502
CryptoFlow,2025-06-24,05:51:55,srv-app02,80.76,14851.34,14.25,9.84,90.32,874.04,2.703,5351
OptionMaster,2025-06-24,06:01:55,srv-db01,23.85,7204.89,38.01,10.93,67.42,508.31,1.681,6116
StockTraderPro,2025-06-24,06:11:55,srv-app01,89.84,8991.64,42.54,86.88,48.34,386.4,1.902,8696
LoanLogic,2025-06-24,06:21:55,srv-web01,54.63,14855.67,34.67,98.64,55.91,284.03,4.345,3670
PortfolioPro,2025-06-24,06:31:55,srv-cache01,51.8,10589.18,66.19,73.91,6.34,130.02,3.668,1075
CryptoFlow,2025-06-24,06:41:55,srv-app02,52.43,14740.35,24.98,19.91,75.39,676.35,2.371,429
MarketAnalyzer,2025-06-24,06:51:55,srv-web01,51.93,13257.82,15.23,41.35,72.58,526.74,1.931,5611
OptionMaster,2025-06-24,07:01:55,srv-db01,74.78,13242.64,50.75,61.7,25.96,161.33,1.979,1282
RiskGuardian,2025-06-24,07:11:55,srv-app02,90.48,15355.96,77.17,52.73,18.9,129.27,3.888,3590
FinTransact,2025-06-24,07:21:55,srv-web01,92.32,5732.33,25.42,9.27,41.84,156.51,4.982,6475
BondWatch,2025-06-24,07:31:55,srv-db02,52.31,7321.4,38.03,50.53,63.42,966.17,2.707,2558
CryptoFlow,2025-06-24,07:41:55,srv-db02,47.92,1147.72,14.96,51.14,54.91,401.49,3.174,2747
CryptoFlow,2025-06-24,07:51:55,srv-db02,36.69,8267.14,88.93,65.02,68.94,193.91,2.428,7600
PortfolioPro,2025-06-24,08:01:55,srv-app01,30.13,2579.37,64.47,92.42,57.31,604.03,3.048,9415
EquityInsight,2025-06-24,08:11:55,srv-app02,65.63,1995.99,97.1,69.52,63.62,151.96,4.742,3180
StockTraderPro,2025-06-24,08:21:55,srv-app02,33.7,1397.46,36.53,80.58,55.29,925.44,0.552,2816
RiskGuardian,2025-06-24,08:31:55,srv-web01,22.77,10459.33,47.32,39.82,11.23,838.74,4.659,3265
PortfolioPro,2025-06-24,08:41:55,srv-cache01,55.83,5627.82,91.34,28.62,94.92,289.29,2.586,7749
EquityInsight,2025-06-24,08:51:55,srv-web01,64.57,1628.36,99.73,58.15,89.43,314.58,0.6,452
CryptoFlow,2025-06-24,09:01:55,srv-app01,60.69,3121.57,48.33,14.43,96.21,166.4,2.609,834
StockTraderPro,2025-06-24,09:11:55,srv-cache01,65.0,13406.18,20.14,85.29,11.8,137.57,2.886,9605
PortfolioPro,2025-06-24,09:21:55,srv-db02,63.14,13450.11,28.99,20.91,56.48,875.69,1.848,5484
LoanLogic,2025-06-24,09:31:55,srv-web01,27.23,4697.31,57.78,31.62,8.57,105.92,1.184,6314
PortfolioPro,2025-06-24,09:41:55,srv-db01,54.23,9674.37,60.03,57.62,9.06,364.23,4.323,3289
OptionMaster,2025-06-24,09:51:55,srv-db01,81.67,607.73,91.99,26.94,11.01,348.95,3.201,2366
StockTraderPro,2025-06-24,10:01:55,srv-app02,94.93,12470.42,25.69,20.97,41.56,857.63,3.105,3667
RiskGuardian,2025-06-24,10:11:55,srv-db02,43.56,12695.19,55.72,74.19,34.02,379.06,2.37,8892
CryptoFlow,2025-06-24,10:21:55,srv-cache01,10.43,1653.55,68.17,38.33,80.52,177.95,3.025,749
LoanLogic,2025-06-24,10:31:55,srv-cache01,90.81,11018.18,21.61,30.96,74.86,824.8,4.363,1258
PortfolioPro,2025-06-24,10:41:55,srv-app02,66.31,6476.77,64.8,93.66,14.41,622.64,1.206,182
ForexPulse,2025-06-24,10:51:55,srv-db02,16.66,1891.9,13.38,60.62,53.29,979.12,2.402,233
MarketAnalyzer,2025-06-24,11:01:55,srv-db02,26.48,8336.96,64.99,44.07,14.3,779.99,0.588,1276
RiskGuardian,2025-06-24,11:11:55,srv-db02,63.15,14886.92,52.53,67.71,61.12,800.29,1.437,5445
LoanLogic,2025-06-24,11:21:55,srv-cache01,19.41,14855.0,38.3,47.94,3.18,541.43,0.52,3319
MarketAnalyzer,2025-06-24,11:31:55,srv-db02,87.82,10516.22,87.57,95.0,97.98,494.19,3.899,1196
StockTraderPro,2025-06-24,11:41:55,srv-db02,69.81,15270.29,48.77,79.25,31.88,674.26,3.773,781
StockTraderPro,2025-06-24,11:51:55,srv-web01,10.09,13906.37,29.52,31.91,75.95,869.18,4.825,7146
StockTraderPro,2025-06-24,12:01:55,srv-app02,59.97,11777.69,45.5,69.65,70.05,947.69,0.667,4064
RiskGuardian,2025-06-24,12:11:55,srv-db01,75.67,2123.51,11.42,89.81,64.53,880.2,2.948,6991
BondWatch,2025-06-24,12:21:55,srv-web01,82.97,11161.11,76.55,92.47,20.01,708.02,2.339,3986
MarketAnalyzer,2025-06-24,12:31:55,srv-db01,71.62,16071.44,99.8,98.1,52.54,878.16,3.416,4509
CryptoFlow,2025-06-24,12:41:55,srv-db01,12.43,3506.12,3.22,28.34,44.36,710.83,1.037,747
ForexPulse,2025-06-24,12:51:55,srv-web01,63.7,10345.58,62.19,19.01,67.95,154.07,2.399,3973
ForexPulse,2025-06-24,13:01:55,srv-web01,89.08,10261.44,69.57,79.42,46.13,150.37,1.995,5047
PortfolioPro,2025-06-24,13:11:55,srv-db02,22.88,14932.46,53.34,43.06,26.45,591.64,4.32,2850
TradeStream,2025-06-24,13:21:55,srv-app02,80.68,6478.23,26.74,3.35,32.12,896.43,2.073,3521
ForexPulse,2025-06-24,13:31:55,srv-cache01,86.17,10906.62,49.64,60.33,52.27,535.36,4.444,2072
EquityInsight,2025-06-24,13:41:55,srv-db01,26.46,2054.41,41.77,77.33,76.93,266.39,3.204,9888
BondWatch,2025-06-24,13:51:55,srv-db02,93.19,855.54,89.9,60.37,40.04,240.0,0.652,5065
PortfolioPro,2025-06-24,14:01:55,srv-db02,17.71,13160.62,0.37,12.24,58.25,606.33,0.561,2453
ForexPulse,2025-06-24,14:11:55,srv-db02,25.42,1690.09,31.82,10.6,69.47,70.4,0.229,7613
MarketAnalyzer,2025-06-24,14:21:55,srv-app01,40.26,4986.88,20.98,96.57,97.5,711.53,2.939,7502
ForexPulse,2025-06-24,14:31:55,srv-app02,35.99,4745.32,20.55,52.69,63.81,253.19,2.378,8580
FinTransact,2025-06-24,14:41:55,srv-cache01,22.41,8052.03,35.86,79.61,51.61,128.2,4.446,9802
MarketAnalyzer,2025-06-24,14:51:55,srv-app01,18.19,7486.13,50.44,67.76,99.82,498.15,1.416,7276
StockTraderPro,2025-06-24,15:01:55,srv-app02,47.69,788.51,99.84,21.18,40.46,282.97,3.461,4573
ForexPulse,2025-06-24,15:11:55,srv-web01,40.14,1069.18,86.52,33.16,78.05,928.47,0.344,3506
RiskGuardian,2025-06-24,15:21:55,srv-app02,41.7,9792.52,86.34,13.1,13.04,689.27,0.656,3413
FinTransact,2025-06-24,15:31:55,srv-db02,44.82,10294.96,0.54,52.06,12.53,103.1,0.236,3435
StockTraderPro,2025-06-24,15:41:55,srv-web01,49.86,11644.23,78.56,4.21,80.73,518.72,4.489,9142
StockTraderPro,2025-06-24,15:51:55,srv-db02,88.76,14069.18,61.24,63.19,72.65,495.88,3.927,7894
FinTransact,2025-06-24,16:01:55,srv-web01,64.76,12939.71,5.22,79.01,30.97,217.73,0.753,2471
MarketAnalyzer,2025-06-24,16:11:55,srv-app02,61.11,961.01,64.98,57.21,85.04,85.72,4.207,1511
OptionMaster,2025-06-24,16:21:55,srv-app01,49.43,15190.01,7.61,95.7,28.28,274.06,2.54,9469
TradeStream,2025-06-24,16:31:55,srv-cache01,75.64,15019.94,37.45,82.54,69.16,509.28,1.392,93
StockTraderPro,2025-06-24,16:41:55,srv-db02,61.76,15462.77,88.98,25.41,25.72,304.16,0.062,3351
FinTransact,2025-06-24,16:51:55,srv-web01,51.87,2670.2,85.45,71.9,27.61,206.77,1.546,2630
StockTraderPro,2025-06-24,17:01:55,srv-app02,33.93,12179.51,50.31,39.81,37.29,234.37,1.331,2756
OptionMaster,2025-06-24,17:11:55,srv-cache01,78.39,10499.59,62.73,81.86,38.95,577.59,0.418,7071
ForexPulse,2025-06-24,17:21:55,srv-db01,67.89,5732.54,43.25,48.1,93.64,256.4,1.644,9632
FinTransact,2025-06-24,17:31:55,srv-db01,39.86,688.24,70.76,74.8,59.21,815.02,3.683,8218
LoanLogic,2025-06-24,17:41:55,srv-db01,67.9,7997.89,65.98,65.64,50.12,197.33,3.369,6467
MarketAnalyzer,2025-06-24,17:51:55,srv-db01,84.69,14097.59,37.66,43.87,99.81,616.62,3.795,9982
BondWatch,2025-06-24,18:01:55,srv-app01,31.66,9664.44,87.13,42.58,70.15,167.6,3.71,9682
OptionMaster,2025-06-24,18:11:55,srv-app02,36.75,1139.64,41.74,31.48,52.51,761.7,2.598,7863
BondWatch,2025-06-24,18:21:55,srv-cache01,88.49,8820.17,66.7,87.66,74.86,942.16,1.244,9327
OptionMaster,2025-06-24,18:31:55,srv-app01,58.44,6988.27,44.9,35.0,11.66,948.61,4.543,7250
BondWatch,2025-06-24,18:41:55,srv-cache01,30.65,11601.67,1.07,28.61,76.32,294.76,4.0,1893
StockTraderPro,2025-06-24,18:51:55,srv-web01,68.58,4541.8,78.08,95.19,32.59,610.96,1.296,6842
PortfolioPro,2025-06-24,19:01:55,srv-app02,85.9,12617.95,70.41,17.55,14.06,259.1,1.075,6353
LoanLogic,2025-06-24,19:11:55,srv-app02,11.21,5719.23,55.56,97.77,21.97,592.06,0.252,229
CryptoFlow,2025-06-24,19:21:55,srv-db01,76.2,12192.91,98.91,60.81,17.37,481.9,0.776,9242
StockTraderPro,2025-06-24,19:31:55,srv-db02,78.81,2443.59,90.65,54.34,74.01,564.09,2.425,9487
PortfolioPro,2025-06-24,19:41:55,srv-cache01,56.42,15454.76,40.33,89.14,92.97,741.22,2.447,1649
EquityInsight,2025-06-24,19:51:55,srv-cache01,73.94,7989.57,66.01,40.84,22.55,863.92,2.553,4858
PortfolioPro,2025-06-24,20:01:55,srv-web01,40.97,9058.44,39.72,36.97,29.16,500.15,3.625,2677
StockTraderPro,2025-06-24,20:11:55,srv-db02,32.78,16290.31,22.74,80.87,39.91,625.72,3.069,8986
RiskGuardian,2025-06-24,20:21:55,srv-cache01,85.81,10313.39,26.39,74.0,46.98,329.65,3.422,1052
BondWatch,2025-06-24,20:31:55,srv-cache01,51.56,12821.08,2.41,73.19,67.44,979.96,1.553,7097
CryptoFlow,2025-06-24,20:41:55,srv-app01,70.01,4271.83,36.39,25.13,18.15,780.46,4.295,3694
StockTraderPro,2025-06-24,20:51:55,srv-db01,34.21,9687.38,89.64,13.08,58.6,365.24,1.407,3788
OptionMaster,2025-06-24,21:01:55,srv-app02,39.03,7321.28,5.45,80.28,17.15,33.21,2.46,1001
CryptoFlow,2025-06-24,21:11:55,srv-app02,17.79,14557.93,74.77,30.43,8.85,646.39,0.789,5971
EquityInsight,2025-06-24,21:21:55,srv-db01,11.02,16007.3,13.96,80.53,27.74,156.31,2.625,7229
BondWatch,2025-06-24,21:31:55,srv-db01,35.49,5740.18,85.64,28.53,18.85,888.73,4.479,5244
